RA,Dec,Rplanet,P,S/SEarth,K,Rstar,Teff,Vmag,Imag,Jmag,Kmag,Dist,Dil,log10,SNR,Mult.
52.43,-22.09,3.975,1.159,3848,5.142,1.274,6095,8.858,8.246,7.817,7.528,4.8,1.054,-4.035,40.98,1
52.56,-24.95,13.8,2.738,411.8,15.2,0.8221,5508,11.16,10.39,9.831,9.41,5.6,1,-4.591,381.5,0
53.33,-32.25,2.084,4.032,7.24,5.554,0.2491,3330,15.86,13.48,12.15,11.39,3.85,1.127,-3.622,15.08,3
53.34,9.773,3.041,3.499,532.4,3.344,0.9424,5998,9.519,8.892,8.435,8.112,4.7,1,-4.867,31.74,0
53.4,32.76,3.129,2.946,1821,2.714,1.449,6668,8.555,8.093,7.775,7.584,5.25,1.002,-4.112,9.909,0
53.7,-39.5,3.374,9.221,4.749,4.837,0.3708,3498,15.71,13.53,12.3,11.51,5,1.072,-4.045,15.79,1
54.14,39.85,0.7744,14.32,1.265,0.3016,0.2359,3345,11.54,9.206,7.909,7.157,-0.5,1.014,-4.219,9.396,2
54.45,-66.76,1.226,3.373,7.074,2.811,0.2101,3275,15.39,12.94,11.58,10.81,2.85,1.005,-4.477,8.383,3
54.55,-77.44,1.404,0.7711,48.97,7.633,0.2064,3266,16.18,13.71,12.33,11.56,3.55,1,-3.487,18.72,3
54.79,-30.06,1.789,0.6433,83.65,8.886,0.2491,3330,15.86,13.48,12.15,11.39,3.85,1.021,-3.779,21.52,3
54.98,-42.39,2.16,15,54.48,1.459,0.9129,5636,9.939,9.208,8.683,8.298,4.75,1,-4.674,11.52,0
55.11,-83.6,2.957,16.49,46.6,2.038,0.8429,5715,11.91,11.21,10.69,10.31,6.6,1.084,-4.809,8.104,0
55.3,-68.18,1.59,25.86,0.7633,2.025,0.2874,3398,14.59,12.31,11.03,10.26,3.1,1.001,-3.836,7.892,2
55.34,-26.76,3.164,15.14,46.49,2.087,0.89,5495,11.54,10.76,10.2,9.785,6.15,1.008,-4.674,14.08,0
55.51,-57.99,2,6.546,5.475,3.769,0.3132,3412,15.83,13.56,12.28,11.5,4.55,1,-4.35,9.8,2
55.57,-63.66,1.931,3.607,490.2,2.048,0.9327,6053,10.45,9.835,9.386,9.073,5.65,1,-4.112,12.3,1
55.67,-69.98,2.856,42.73,0.3082,3.391,0.2483,3328,15.98,13.6,12.26,11.5,3.95,1.004,-4.045,9.727,2
55.67,-35.09,2.212,3.201,15.84,4.993,0.3332,3442,15.22,12.98,11.72,10.94,4.15,1.051,-3.864,12.96,2
55.7,-57.65,3.352,30.34,0.1913,5.912,0.1518,3132,17.43,14.85,13.4,12.67,4.5,1.016,-4.526,13.05,2
56.04,-67.9,3.589,41.42,9.342,1.71,0.8594,5212,11.32,10.44,9.807,9.327,5.55,1.004,-4.836,16.94,0
56.13,41.65,3.715,8.268,44.39,3.57,0.6959,4793,12.07,10.98,10.25,9.629,5.3,1.153,-4.517,16.31,0
56.24,-69.65,2.813,6.013,2.693,8.26,0.1857,3232,17.27,14.75,13.34,12.57,4.3,1,-2.681,19.5,2
56.39,51.03,21.16,5.988,511.9,13.97,1.366,6194,9.19,8.606,8.209,7.95,5.4,1.03,-3.91,285,1
56.52,-48.81,2.871,11.33,4.341,3.659,0.4029,3568,13.93,11.84,10.65,9.862,3.6,1,-3.661,23.01,2
56.72,-48.68,2.37,5.889,640,1.829,1.547,6124,8.55,7.956,7.534,7.249,4.95,1,-4.703,10.42,1
56.84,-15.51,1.942,6.919,7.273,3.104,0.3747,3540,12.94,10.83,9.631,8.853,2.4,1.01,-3.325,8.697,2
57.47,-42.6,2.281,2.009,91.02,4.317,0.5331,3915,13.68,11.94,10.91,10.09,4.75,1.001,-4.407,15.85,3
57.55,-24.19,2.34,20.94,2.326,2.316,0.4386,3646,13.35,11.34,10.19,9.398,3.4,1.025,-4.219,14.29,2
57.67,-57.66,1.96,13.04,0.8178,4.974,0.1659,3215,17.58,15.02,13.61,12.83,4.3,1.153,-4.493,7.353,3
58.37,-65.95,1.625,2.262,5.278,8.459,0.1444,2972,17.85,15.51,13.79,13.01,3.9,1.268,-4.427,8.245,3
58.41,-64.51,3.178,2.006,39.5,7.349,0.3873,3526,15.65,13.5,12.28,11.49,5.1,1,-4.029,35.7,3
58.68,-36.95,2.23,6.842,1031,1.443,1.679,7194,8.381,8.041,7.779,7.64,5.7,1,-4.653,8.531,0
58.71,-58.29,2.942,7.366,502.5,1.962,1.46,6486,10.03,9.516,9.165,8.949,6.6,1,-4.29,13.39,2
58.92,-8.808,2.884,1.869,99.23,5.507,0.529,3918,12.93,11.2,10.17,9.356,4,1,-4.345,19.92,3
59.04,-63.71,2.291,5.24,176.5,2.192,0.8725,5445,11.89,11.09,10.52,10.09,6.4,1.001,-4.644,11.35,0
59.13,-23.57,3.105,3.374,13.77,6.928,0.3187,3434,14.37,12.13,10.87,10.1,3.2,1,-2.681,10.45,2
59.47,-72.78,18.31,6.857,580.9,11.27,1.484,6471,9.333,8.823,8.458,8.224,5.9,1.007,-2.462,22.25,0
59.5,-60.49,2.638,26.14,0.8641,3.073,0.3132,3412,15.83,13.56,12.28,11.5,4.55,1.006,-4.387,10.29,2
59.56,-28.65,2.936,2.915,48.27,4.992,0.5102,3835,13.25,11.43,10.36,9.55,4.05,1.001,-4.578,26.75,3
59.77,10.83,1.91,2.99,354.8,2.323,0.8381,5433,11.03,10.24,9.663,9.231,5.45,1.001,-4.239,8.011,2
59.99,-53.32,2.168,3.839,9.987,5.16,0.2915,3388,15.45,13.15,11.86,11.09,3.95,1.026,-3.525,11.28,3
60.09,43.53,2.634,7.425,3.424,5.44,0.2584,3353,14.59,12.26,10.95,10.19,2.75,1.274,-3.589,27.01,2
60.23,12.43,3.926,10.92,2459,1.596,2.227,9705,6.671,6.722,6.686,6.717,5.7,1,-4.407,7.505,1
60.47,-2.97,2.773,3.993,17.07,5.02,0.4006,3558,14.63,12.52,11.32,10.53,4.25,1.005,-4.072,14.98,3
60.55,-1.947,3.488,2.836,10.43,10.41,0.2352,3313,16.13,13.74,12.41,11.64,4.05,1.13,-4.089,31.24,3
60.64,72.37,2.563,6.055,7.721,4.416,0.3562,3481,15.02,12.83,11.59,10.82,4.2,1.02,-4.178,8.711,0
60.73,-74.27,1.174,23.24,1.401,0.7977,0.3676,3528,12.66,10.54,9.337,8.562,2.05,1.001,-3.772,10.85,2
61.17,32.27,3.637,15.98,1.486,5.215,0.2905,3387,15.45,13.15,11.86,11.09,3.95,1.004,-4.407,16,1
61.34,-71.93,1.154,1.976,22.38,2.094,0.2793,3378,15.52,13.21,11.91,11.14,3.9,1,-3.95,12.18,3
61.36,-68.97,4.269,61.65,4.342,1.882,0.7734,5093,11.73,10.82,10.15,9.634,5.6,1,-4.628,48.98,0
61.42,77.61,3.997,7.473,898.5,2.448,1.612,7278,8.263,7.944,7.697,7.569,5.55,1.004,-4.761,20.74,0
61.49,-80.12,2.427,49.94,0.3443,2.346,0.3012,3410,14.76,12.49,11.21,10.44,3.4,1.161,-4.407,18.17,2
61.5,-62.56,1.387,1.002,1225,2.378,0.8326,5140,12.23,11.32,10.66,10.16,6.3,1,-4.826,9.014,1
61.61,-79.73,2.101,15.61,1.185,3.525,0.2498,3331,16.11,13.73,12.4,11.63,4.1,1,-3.589,10.78,1
61.74,-73.72,2.574,38.03,33.1,1.1,1.162,6223,11.07,10.49,10.08,9.805,6.9,1.006,-4.515,9.287,0
61.8,-68.62,2.263,37.26,1.187,1.781,0.4527,3713,13.73,11.78,10.67,9.866,4,1.273,-3.695,12.36,2
61.82,40.32,2.798,9.392,28.05,2.803,0.6594,4508,12.33,11.08,10.25,9.541,5,1.01,-4.802,13.41,0
61.87,-59.03,2.691,7.326,4.538,4.874,0.3053,3407,15.75,13.47,12.19,11.42,4.4,1.004,-4.5,11.07,2
61.88,31.76,1.33,2.493,12.11,3.881,0.2284,3311,14.19,11.8,10.46,9.701,1.95,1.01,-3.589,15.53,1
61.92,-70.67,2.415,39.61,0.5494,2.302,0.3344,3445,16.42,14.17,12.91,12.13,5.35,1.037,-4.23,10.12,2
62.02,-2.932,2.312,11.66,26.59,2.022,0.6785,4804,10.02,8.909,8.184,7.562,3.15,1.09,-4.259,12.73,0
62.04,-56.68,2.411,8.205,5.996,3.531,0.3847,3537,14.87,12.74,11.53,10.74,4.35,1.043,-3.864,14.52,1
62.2,-75.12,1.2,10.14,4.233,1.138,0.3676,3528,12.66,10.54,9.337,8.562,2.05,1.002,-4.219,21.95,2
62.23,-75.93,2.702,10.08,2.58,4.689,0.282,3369,16.68,14.35,13.05,12.27,5.05,1.001,-4.492,14.56,2
62.59,-15.85,1.179,2.552,17.31,3.584,0.2473,3199,13.79,11.93,10.46,9.677,1.95,1,-4.029,10.97,3
62.78,-24.95,1.198,0.9061,64.2,3.159,0.2791,3377,14.77,12.46,11.16,10.39,3.15,1,-4.089,9.918,3
62.89,-51.33,2.401,3.513,319.7,2.574,0.9112,5433,11.85,11.05,10.47,10.05,6.45,1.011,-3.838,10.88,0
62.97,31.88,2.929,13.38,19.92,2.432,0.6715,4692,11.85,10.68,9.917,9.258,4.8,1.022,-4.107,12.67,0
63.02,-38.98,1.963,5.456,288.6,1.757,1.022,5861,10.96,10.28,9.799,9.457,6.2,1,-4.705,7.768,1
63.13,-59.83,2.5,2.378,997.2,2.762,1.101,5902,10.89,10.22,9.756,9.432,6.35,1.054,-4.714,14.99,3
63.3,-50,2.72,4.019,6.991,7.184,0.2447,3321,16.54,14.15,12.81,12.04,4.45,1,-4.23,17.86,1
63.53,-60.6,1.64,7.509,28.34,1.851,0.6168,4330,13.01,11.61,10.72,9.961,5.2,1.014,-4.439,10.96,2
63.56,-22.72,1.328,1.93,25.21,3.331,0.2947,3407,14.81,12.54,11.26,10.5,3.4,1,-3.589,7.747,3
63.62,-58.64,19.38,20.01,32.24,11.44,0.7963,5662,10.94,10.22,9.695,9.302,5.45,1.007,-4.708,901.2,0
63.73,0.7404,2.046,5.502,2.051,7.135,0.161,3055,16.52,14.35,12.72,11.94,3.15,1.029,-3.52,8.229,2
63.9,-30.54,2.106,17.48,2.348,2.397,0.3967,3555,14.3,12.19,11,10.21,3.9,1,-3.664,7.725,1
63.91,-64.19,1.236,0.6828,166.3,2.998,0.3856,3535,14.67,12.54,11.33,10.54,4.15,1.002,-3.499,18.16,3
64.12,-2.575,2.192,5.866,4.861,4.821,0.2659,3359,15.48,13.14,11.83,11.07,3.7,1.003,-3.548,11.21,2
64.27,-38.06,3.07,6.211,17.18,4.056,0.5089,3814,14.26,12.41,11.34,10.52,5,1.001,-4.089,19.48,2
64.31,-70.39,2.168,15.83,51.23,1.566,0.8284,5808,11.93,11.25,10.75,10.39,6.65,1.146,-4.774,13.4,1
64.5,-69.71,4.683,31.07,10.19,2.752,0.7466,5023,12.71,11.73,11.07,10.52,6.4,1.011,-3.432,25.68,0
64.59,-63.44,3.392,32.85,2.68,2.359,0.5667,4037,14.66,13.02,12.03,11.21,6.1,1.04,-4.497,19.04,0
64.83,-65.21,2.635,19.41,243.4,1.294,1.948,6457,9.891,9.377,8.996,8.75,7,1.008,-4.653,10.87,0
64.84,-74.51,0.6986,0.8485,126.5,0.362,0.3866,3557,13.38,11.29,10.1,9.314,2.95,1.004,-4.029,13.54,3
64.94,-39.25,2.895,16.33,4.163,2.847,0.4841,3766,13.87,11.98,10.88,10.07,4.4,1,-3.487,13.17,2
65.1,-15.75,2.244,6.391,5.09,7.902,0.2473,3199,13.79,11.93,10.46,9.677,1.95,2.515,-4.219,18.28,3
65.11,-77.52,1.426,0.5871,104.1,28.04,0.229,2559,13.1,10.02,7.623,6.796,-1.8,1,-4.045,224.2,2
65.5,-66.21,2.909,18.01,126.2,1.604,1.271,6457,10.96,10.44,10.07,9.823,7.15,1.008,-4.29,10.46,0
65.53,-69.18,2.351,18.28,345.4,1.057,1.992,7031,9.156,8.783,8.501,8.345,6.75,1.015,-4.858,10.32,2
65.69,-64.49,1.722,21.98,0.6428,2.872,0.2262,3289,17.06,14.62,13.26,12.49,4.7,1.002,-4.104,8.043,2
65.97,-67.15,3.292,9.666,31.5,3.074,0.6817,4665,13.57,12.4,11.63,10.96,6.55,1.441,-4.691,19.16,1
66.33,-50.74,1.488,0.7126,248,5.044,0.4658,3735,13.31,11.4,10.29,9.485,3.7,1.185,-4.311,13.53,4
66.42,-63.28,1.473,4.809,4.877,4.59,0.2262,3289,17.06,14.62,13.26,12.49,4.7,1.102,-4.433,9.607,2
66.44,-51.15,3.692,3.845,259.7,3.902,0.8563,5420,11.2,10.4,9.824,9.387,5.65,1.005,-4.849,38.09,0
66.68,-60.58,1.297,1.845,114,2.042,0.5509,3975,13.33,11.64,10.64,9.822,4.6,1,-3.537,12.81,2
66.7,-61.02,2.206,5.654,5.045,4.909,0.2656,3351,16.52,14.17,12.85,12.08,4.7,1,-4.407,20.18,2
66.71,-64.31,1.337,3.266,12.96,2.891,0.3012,3394,16.43,14.12,12.83,12.06,5,1,-3.695,7.424,3
66.73,-54.49,2.73,20.59,3.934,2.373,0.5256,3897,13.35,11.59,10.55,9.735,4.35,1,-3.325,8.355,2
66.76,-64.82,3.021,87.63,25.85,0.8384,1.458,7145,9.919,9.564,9.298,9.153,6.9,1.001,-4.35,10.6,0
66.86,-28.85,3.332,2.183,57.88,6.43,0.4741,3743,13.36,11.45,10.35,9.538,3.8,1,-3.616,31.13,2
67.04,-2.507,2.245,12.98,1.384,4.235,0.2339,3314,15.04,12.64,11.31,10.55,2.85,1.306,-4.23,15.4,1
67.05,-61.56,2.101,9.774,7.628,2.544,0.4757,3710,15.66,13.69,12.56,11.75,6,1.146,-4.464,8.015,2
67.22,-74.92,1.013,1.715,45.27,1.115,0.3676,3528,12.66,10.54,9.337,8.562,2.05,1,-4.345,35.35,2
67.27,-74.16,2.969,9.991,2.159,5.626,0.2514,3327,17.12,14.73,13.39,12.62,5.1,1,-4.517,24.09,2
67.29,-46.78,2.035,6.1,160.8,1.958,0.8633,5559,10.4,9.643,9.096,8.69,5,1,-4.414,13.29,0
67.3,-66.82,2.796,2.362,3184,2.822,1.596,6683,6.88,6.429,6.093,5.886,3.75,1.011,-4.493,60.28,1
67.49,-12.49,3.615,4.644,7.769,7.939,0.2905,3380,15.88,13.57,12.27,11.5,4.35,1,-3.472,21.64,1
67.78,-66.43,1.912,2.665,337.6,2.566,0.7517,5370,13.56,12.74,12.15,11.69,7.65,1.004,-4.591,8.052,1
68.05,-15.67,2.11,16.95,2.477,2.394,0.3986,3569,13.95,11.86,10.67,9.887,3.6,1.001,-3.622,8.31,1
68.12,-74.44,3.678,8.625,709.3,2.049,1.655,7194,10.07,9.725,9.48,9.356,7.4,1.017,-3.533,7.734,1
68.16,-60.12,1.742,5.029,1983,1.236,1.866,7295,8.538,8.223,7.975,7.848,6.15,1.001,-4.675,9.64,0
68.29,-42.36,1.639,5.626,3.186,4.176,0.2121,3245,15.71,13.27,11.89,11.15,3.45,2.576,-3.67,9.439,2
68.36,-51.54,2.792,13.93,6.625,2.76,0.5256,3897,13.35,11.59,10.55,9.735,4.35,1.001,-4.547,21.75,2
68.4,-18.36,1.485,2.05,78.67,3.362,0.5053,3880,12.66,10.89,9.85,9.038,3.55,1.043,-4.114,9.745,3
68.42,-68.07,2.252,5.586,10.59,3.671,0.3989,3546,16.39,14.25,13.04,12.25,5.95,1.735,-3.664,8.698,2
68.43,-77.62,1.492,152.4,0.07782,1.189,0.3012,3410,14.76,12.49,11.21,10.44,3.4,1.004,-4.008,7.926,2
68.45,-71.91,2.232,4.779,452.6,1.934,1.151,6012,12.11,11.47,11.02,10.71,7.75,1.014,-4.669,11.21,1
68.53,-65,2.273,7.437,12.64,2.962,0.5007,3757,15.59,13.67,12.57,11.75,6.15,1.05,-3.468,9.978,2
68.61,-71.79,2.075,36.65,25.39,1.064,0.9796,6026,10.66,10.04,9.589,9.271,5.95,1.003,-4.291,11.82,0
68.66,-14.04,2.776,10.12,5.291,3.542,0.4126,3603,14.24,12.18,11.01,10.22,4.05,1,-4.492,13.75,2
69.49,-61.47,1.972,11.81,5.722,2.276,0.4691,3694,15.52,13.54,12.41,11.6,5.8,1.265,-4.559,7.991,2
69.51,-74.34,8.663,7.794,344.1,5.955,1.373,6012,11.58,10.95,10.5,10.18,7.6,1,-4.669,132.4,2
69.6,-69.11,2.814,115.8,4.664,0.9743,0.9112,5984,12.52,11.88,11.42,11.09,7.6,1.018,-4.817,7.332,0
69.68,-51.73,1.707,1.978,25.7,4.909,0.3036,3412,15.04,12.77,11.49,10.72,3.7,1.001,-3.979,19.99,3
69.69,-67.74,2.791,12.01,306.2,1.582,1.457,6761,11.09,10.64,10.31,10.12,7.8,1.098,-4.729,12.47,3
69.72,-59.83,4.869,11.19,650.3,2.442,2.58,6152,9.321,8.728,8.31,8.034,6.85,1.002,-4.295,24,1
69.78,31.66,2.395,10.04,4.021,3.503,0.358,3492,13.77,11.6,10.37,9.598,3,1.007,-3.697,15.77,2
69.92,-58.61,1.745,6.172,106.2,1.748,0.7695,5284,12.5,11.65,11.03,10.56,6.55,1.013,-4.71,7.311,0
70,52.82,3.401,3.933,7.081,9.063,0.2406,3321,15.52,13.14,11.81,11.05,3.45,2.406,-3.836,32.65,3
70.15,-70.25,2.198,20.06,15.51,1.562,0.7162,4934,12.75,11.7,11.02,10.44,6.2,1,-4.834,10.93,1
70.23,-63.04,2.113,18.18,54.05,1.256,0.9876,5861,10.97,10.3,9.821,9.479,6.15,1.007,-4.595,12.43,0
70.71,-71.79,3.553,5.084,1240,2.541,1.809,6516,10.67,10.17,9.812,9.588,7.7,1.014,-3.994,17.53,1
70.9,40.31,2.986,9.807,4.505,4.193,0.375,3512,14.73,12.57,11.36,10.57,4.1,1.115,-3.499,13.76,2
71.11,62.31,1.536,2.348,35.08,3.439,0.4004,3575,13.31,11.24,10.06,9.271,3,1.028,-3.923,13,3
71.29,-21.2,3.069,11.7,7.093,3.299,0.496,3820,13.33,11.5,10.44,9.625,4.05,1.102,-3.622,15.74,2
71.33,-22.53,1.943,12.42,3.523,2.53,0.3866,3543,14.03,11.91,10.71,9.931,3.55,1,-4.329,7.944,1
71.4,-71.2,2.401,2.931,23.94,4.989,0.3879,3527,15.49,13.34,12.12,11.33,4.95,1,-3.616,28.54,2
71.49,-75.42,2.989,2.152,1645,3.332,1.291,5998,11.1,10.45,10.01,9.712,7,1.03,-3.754,22.73,1
71.5,-74.27,1.489,4.408,14.95,3.145,0.3985,3561,13.82,11.72,10.53,9.744,3.45,1,-4.456,26.71,3
71.58,-64.24,2.84,12.79,21.02,2.469,0.6774,4630,12.79,11.6,10.82,10.14,5.7,1.006,-4.622,17.9,0
71.81,-72.79,3.031,13.33,24.01,2.367,0.7051,4864,13.86,12.84,12.1,11.5,7.2,1.297,-4.901,11.68,0
71.88,-57.14,2.453,10.7,19.74,2.368,0.6379,4387,13.94,12.58,11.71,10.96,6.3,1.074,-4.449,9.26,0
71.93,62.38,2.886,6.569,8.899,4.388,0.4004,3575,13.31,11.24,10.06,9.271,3,1.152,-4.174,30.49,3
72.06,-73.73,3.15,8.56,197.4,2.253,1.107,6012,11.9,11.26,10.81,10.5,7.45,1.002,-4.407,20.73,1
72.07,-10.96,3.127,5.237,12.84,4.996,0.4153,3586,14.58,12.5,11.32,10.52,4.35,1.014,-3.347,14.74,2
72.12,-69.08,3.721,16.67,20.29,2.7,0.7211,4949,13.21,12.18,11.5,10.92,6.7,1,-3.926,28.3,0
72.18,-75.66,1.373,14.22,78.98,0.8541,1.014,5834,7.414,6.745,6.266,5.924,2.65,1,-4.806,16.89,0
72.27,-42.75,2.286,7.476,10.16,3.065,0.4582,3697,14.35,12.38,11.26,10.45,4.6,1,-3.772,8.189,2
72.36,0.1361,1.902,7.881,3.789,3.555,0.2902,3397,14.82,12.54,11.26,10.49,3.35,1.058,-3.979,11.37,2
72.42,-67,3.22,6.345,2750,1.709,2.238,8147,9.592,9.461,9.318,9.278,8.1,1.03,-4.165,8.618,1
72.46,-62.18,2.824,46.72,0.7361,2.111,0.4264,3625,15.33,13.29,12.12,11.32,5.25,1,-4.5,12.48,3
72.49,-61.2,2.322,9.826,7.839,2.797,0.4807,3719,14.95,13,11.88,11.07,5.35,1,-4.045,13.05,2
72.64,51.79,1.743,2.462,13.22,5.69,0.2406,3321,15.52,13.14,11.81,11.05,3.45,1.428,-3.681,11.41,3
73.03,82.66,2.116,2.605,63.31,3.726,0.5303,3900,13.32,11.56,10.53,9.713,4.35,1,-4.219,9.352,2
73.09,-42.62,8.926,3.556,116.1,10.74,0.6727,4673,12.75,11.58,10.81,10.15,5.7,1,-3.844,111.9,0
73.1,-61.7,3.346,19.83,303.3,1.424,2.58,6152,9.321,8.728,8.31,8.034,6.85,1.001,-4.233,7.784,1
73.73,-61.11,2.95,90.59,2.404,1.168,0.7735,5000,12.86,11.9,11.21,10.66,6.6,1,-4.834,11.78,1
73.77,-71.45,2.771,30.71,2.457,2.076,0.5349,3938,13.42,11.7,10.68,9.865,4.55,1,-4.32,31.05,2
73.79,-74.27,6.392,3.919,1186,5.434,1.547,6194,10.27,9.696,9.277,8.994,6.7,1.002,-4.755,156.5,0
73.92,0.06869,5.955,3.658,526.4,5.543,1.08,5821,8.634,7.952,7.475,7.138,4,1.003,-4.422,109.8,0
73.92,1.874,3.558,18.17,39.09,2.321,0.8318,5702,10.54,9.836,9.322,8.944,5.2,1.009,-4.134,18.04,0
73.94,-42.36,3.168,30.59,16.35,1.761,0.84,5420,9.99,9.192,8.616,8.179,4.4,1,-4.767,26.28,1
74.15,-32.84,2.455,2.068,25.05,6.801,0.3082,3412,15.06,12.79,11.51,10.74,3.75,1.078,-4.433,26.77,2
74.19,-72.76,3.451,19.44,187.8,1.63,1.432,7096,10.65,10.29,10.01,9.853,7.55,1,-4.104,16.11,0
74.2,-26.03,2.602,29.6,1.176,2.416,0.3997,3562,14.67,12.57,11.38,10.59,4.3,1,-4.355,7.539,2
74.21,0.5126,2.693,8.692,11.48,3.164,0.5069,3878,13.16,11.38,10.34,9.53,4.05,1.018,-3.548,8.793,2
74.27,-71.8,3.374,11.18,33,2.83,0.7171,4900,14,12.93,12.24,11.65,7.4,1.442,-4.802,14.7,0
74.28,-39.93,10.09,9.255,297.3,6.48,1.373,6138,8.167,7.577,7.151,6.861,4.3,1.001,-4.669,260.3,1
74.3,-76.81,2.583,31.53,19.4,1.34,0.8873,5662,12.09,11.37,10.84,10.46,6.85,1.001,-4.727,8.209,1
74.38,-63.91,1.749,8.137,69.44,1.639,0.7593,5212,11.75,10.88,10.25,9.753,5.7,1.001,-4.716,13.84,2
74.4,-28.41,1.765,2.44,21.95,4.455,0.3265,3441,15,12.77,11.51,10.74,3.9,1.001,-3.864,13.55,3
74.63,-62.69,1.192,1.778,90.55,1.594,0.5078,3817,14.46,12.61,11.54,10.72,5.2,1.081,-3.525,7.908,3
74.73,-23.05,2.421,24.38,1.434,2.478,0.3866,3543,14.03,11.91,10.71,9.931,3.55,1.001,-3.325,7.426,1
74.78,0.5905,15.63,5.072,319.6,12.56,0.9715,5998,8.94,8.311,7.859,7.541,4.2,1.01,-4.746,862.5,0
74.78,-48.56,3.252,51.73,3.096,1.714,0.6666,4636,12.88,11.66,10.87,10.2,5.7,1.008,-4.535,13.25,1
74.81,-59.62,7.261,8.132,110,5.654,0.8603,5610,13.12,12.37,11.83,11.44,7.75,1,-4.774,76.98,3
75.1,-46.75,2.094,16.57,0.8059,4.162,0.2033,3262,15.91,13.44,12.06,11.3,3.25,1.116,-3.501,17.36,1
75.11,-72.47,2.719,66.12,0.8841,1.58,0.5349,3938,13.42,11.7,10.68,9.865,4.55,1.032,-3.461,11.68,2
75.12,-27.46,5.186,34.58,27.08,2.303,1.071,5888,10.76,10.1,9.624,9.295,6.15,1,-4.735,25.98,0
75.18,-65.4,1.024,0.9159,27.96,2.761,0.1647,3216,17.54,14.98,13.57,12.8,4.25,2.659,-4.364,8.419,3
75.2,-40.89,1.04,0.5902,184.1,1.746,0.3656,3511,13.42,11.28,10.06,9.287,2.75,1,-3.599,8.926,2
75.49,-45.83,1.68,0.8974,125.3,5.145,0.3999,3571,13.99,11.9,10.72,9.928,3.65,1,-4.384,21.83,2
75.77,-60.1,1.884,5.421,102.7,1.968,0.7735,5000,12.86,11.9,11.21,10.66,6.6,1.001,-4.748,10.95,1
75.8,-68.83,2.546,15.61,119.6,1.491,1.219,6194,11.59,11.01,10.59,10.31,7.5,1,-4.165,8.863,0
75.9,-68.85,2.201,5.617,9.072,3.82,0.3701,3493,16.29,14.1,12.86,12.07,5.55,1.024,-4.226,9.127,2
75.92,11.77,2.481,8.798,3.764,3.951,0.3196,3441,15.32,13.09,11.83,11.06,4.2,1.226,-3.95,9.69,2
76.09,-75.3,1.885,11.05,4.389,2.515,0.3985,3561,13.82,11.72,10.53,9.744,3.45,1.001,-3.468,22.39,3
76.36,-64.9,2.054,7.388,4.35,3.798,0.3005,3404,15.54,13.26,11.97,11.2,4.15,1.113,-4.072,19.69,2
76.37,-78.26,1.953,70.44,0.7301,1.178,0.5209,3852,13.61,11.81,10.75,9.939,4.5,1.009,-4.006,8.393,1
76.43,-18.34,2.107,11.89,19.83,1.917,0.6446,4565,11.37,10.13,9.328,8.628,4.05,1.003,-4.128,7.858,0
76.59,-13.31,1.995,1.904,9.022,9.826,0.162,3105,15.53,13.47,11.9,11.12,2.4,1.001,-2.681,15.37,3
76.71,-73.65,1.719,11.14,57.47,1.327,0.8512,5333,11.81,10.97,10.37,9.918,6.15,1.023,-4.712,9.864,0
76.74,-24.22,1.342,0.6387,96.83,5.042,0.2817,3368,15.83,13.52,12.22,11.46,4.3,1.083,-3.589,9.546,3
76.81,-29.96,2.635,3.986,24.83,4.279,0.4706,3706,14.67,12.71,11.59,10.78,5,1.097,-3.677,13.42,3
76.88,50.6,1.998,7.154,3.297,4.438,0.2463,3326,16.14,13.76,12.43,11.67,4.1,1.123,-4.427,7.452,2
76.9,-74.82,1.76,1.878,42.6,4.381,0.3802,3537,13.27,11.16,9.957,9.177,2.75,1.04,-4.174,59.75,2
76.91,-58.76,5.666,20.05,165.2,2.652,1.817,6109,10.79,10.18,9.751,9.457,7.5,1.008,-4.155,29.91,0
77.09,-52.78,2.137,8.112,9.564,2.81,0.468,3700,14.24,12.28,11.16,10.35,4.55,1.006,-3.472,10.02,2
77.26,-74.59,2.413,3.153,15.73,5.462,0.3303,3431,16.37,14.12,12.84,12.07,5.25,1,-4.345,23.55,3
77.5,-53.88,2.256,8.912,8.478,2.903,0.4649,3704,13.03,11.09,9.971,9.168,3.35,1.122,-3.661,15.96,1
77.54,-45.91,2.031,6.9,1.975,6.24,0.1693,3224,16.6,14.06,12.65,11.89,3.4,1.032,-4.174,16.99,1
77.76,-60.26,2.186,4.944,16.94,3.437,0.4546,3658,15.17,13.15,12.01,11.2,5.3,1.009,-4.384,16.4,2
77.79,-70.32,2.121,6.133,190.1,1.921,0.9458,5623,10.43,9.689,9.16,8.773,5.3,1,-4.722,20.59,2
77.81,-27.05,2.278,5.719,10.4,3.646,0.3977,3571,14.75,12.66,11.47,10.68,4.4,1.003,-3.537,11.11,2
77.85,47.38,2.92,6.071,6.384,5.425,0.3216,3423,15.33,13.08,11.81,11.04,4.15,1.224,-4.045,16.18,2
77.89,-60.01,9.996,64.63,12.35,3.758,0.9891,6067,9.905,9.296,8.853,8.542,5.25,1.001,-4.558,245.3,0
77.91,-70.36,2.8,2.423,68.09,4.911,0.5351,3869,16.61,14.79,13.73,12.91,7.55,1,-3.979,7.917,3
78.03,-36.36,1.577,22.82,1.612,1.706,0.3825,3585,10.05,8.009,6.853,6.082,-0.3,1,-3.548,8.445,2
